## Samples	DCM-100-1	DCM-100-2	DCM-102	DCM-109	DCM-110	DCM-111	DCM-112	DCM-122	DCM-128	DCM-132	DCM-133	DCM-137	DCM-138	DCM-142	DCM-150	DCM-151	DCM-155	DCM-158	DCM-168	DCM-173	DCM-180	DCM-188	DCM-189	DCM-194	DCM-201	DCM-25	DCM-39	DCM-41	DCM-42	DCM-52	DCM-68	DCM-72	DCM-76	DCM-78	DCM-82	DCM-85	DCM-93	DCM-98	MIX-123	MIX-168	SRF-100	SRF-102	SRF-109	SRF-110	SRF-111	SRF-112	SRF-122	SRF-123	SRF-124	SRF-125	SRF-128	SRF-132	SRF-133	SRF-137	SRF-138	SRF-140	SRF-141	SRF-142	SRF-145	SRF-148	SRF-149	SRF-150	SRF-151	SRF-152	SRF-155	SRF-178	SRF-18	SRF-180	SRF-188	SRF-189	SRF-191	SRF-193	SRF-194	SRF-196	SRF-201	SRF-205	SRF-206	SRF-208	SRF-209	SRF-31	SRF-32	SRF-33	SRF-41	SRF-42	SRF-52	SRF-67	SRF-68	SRF-70	SRF-72	SRF-76	SRF-78	SRF-82	SRF-84	SRF-85	SRF-93	SRF-96	SRF-98	SRF-99
glnQ-PRO-LLI	2720.875555	19974.2222	13082.11173	2364.155957	10262.96684	32428.04963	4201.309986	7452.48631	537.1482163	10164.41888	9048.631522	4217.190279	8082.212245	123.6746066	132.926463	664.95665	288.8109575	2255.97229	13136.02083	4650.908143	1303.528327	1078.807565	3068.225822	4099.038445	2577.307069	2324.560751	16.18354211	2363.436153	522.7135966	935.5525473	685.9076852	2312.299617	1421.131399	791.5065217	1082.093123	5431.016467	1117.636739	1108.696307	0	1069.164669	3721.100589	8794.457008	14658.46975	14969.47077	24523.09825	0	16254.75065	186.3403866	1341.033032	8776.475836	5742.508646	0	1640.892076	1202.977629	1122.443959	254.3441108	92.73039559	14.56041017	203.1281486	113.9681017	684.1357307	460.2084703	49.24260132	3047.149203	132.314994	4526.659735	0	4426.033188	2867.353845	2863.592021	5145.054067	7131.963498	989.7836131	1122.676805	4272.443145	874.7940903	1203.505459	376.0394639	1885.377768	86.64788551	15.84481599	5.245962003	519.2222508	125.1150053	34778.53712	67.17440603	4467.298521	30863.73949	132.153251	6.767980328	74.83246622	722.3471771	2497.330658	1705.152022	712.9523764	1.526632846	0	9.852571406
glnQ-PRO-LLIIxIII	76.02365389	382.8924384	698.9706447	284.8291071	450.9212145	626.2855393	122.6561465	604.909603	167.3225275	761.6869114	289.4428605	367.5445	373.6466302	129.6749918	9.774004634	78.36445647	433.2164362	18370.06008	6799.822548	3241.542039	2867.762319	8270.858002	8108.882529	4918.846134	6013.716493	250.1299262	2.022942764	250.1687293	20.1159167	77.81860375	15.70562976	166.9358222	152.6649844	31.45791848	9738.838105	13916.9797	361.5883568	32.30537804	750.628857	11455.33574	402.9093818	1100.205987	1605.211578	1748.844924	3213.116788	0	2884.417013	409.0398731	134.1898773	1198.163998	680.3744951	0	186.7158584	82.04989074	76.32618919	148.5549673	430.9855886	63.09511073	306.1028351	94.47355799	119.4858386	8.133286662	9.933056918	358.1085882	410.1764812	4747.472405	0	843.0539405	6640.187851	12170.26609	7166.325308	3169.761555	16578.87552	18187.36424	4272.443145	6706.754692	11794.3535	6204.651155	8641.314772	42.28416813	2.41116765	158.3046181	11.40743428	11.54197466	909.8182706	604.5696543	206.5360618	492.3279291	27.6320434	11.84396557	27.43857095	6501.124594	4313.571136	7388.992097	266.7508891	87.0180722	2.417835735	28.37540565
glnQ-PRO-LLIV	78.77813411	3190.77032	1139.919068	287.0601445	437.3935781	548.4230128	263.5085346	3774.635923	998.7867793	822.6218644	395.7068477	1330.434518	1524.882194	209.0134187	108.9544306	1063.626312	9783.471184	58010.71603	80670.62205	86253.20556	103239.4435	25891.38157	15779.44708	51647.8844	46391.52723	0	162.9733264	1182.188319	294.0826926	249.019532	181.8997483	531.8098335	548.2468998	185.427831	32462.79368	15274.73381	4194.424938	73.25585724	400.3353904	24743.5252	511.3849846	2919.500855	2122.371794	3321.200911	2119.918433	0	1557.314349	2313.347727	334.1760816	2076.415191	776.5143694	0	630.9708319	706.8913664	1346.93275	4582.695659	2503.720681	469.8159015	3216.900992	2463.060619	1763.737865	665.5739585	134.6246225	2045.413017	6258.499214	103340.3296	258.7028147	118870.6056	27164.40485	51544.65638	33075.34757	42791.78099	46767.27572	63768.04252	43112.83537	63859.96859	60656.67515	47380.97245	49805.39605	353.1767814	58.21247612	779.4882365	447.8337911	257.6168744	0	23410.2805	1791.891573	2155.799568	484.1614561	98.13571475	273.9699736	13002.24919	7491.991973	0	1455.00485	389.2913756	0	65.815177
glnQ-SYN	890.7989011	24505.11606	6159.799152	2460.090565	3693.044747	5120.30745	397.6215739	65499.61182	6697.191419	3147.524683	10009.05556	3528.044341	8970.885312	4094.596207	492.7127178	5144.664608	143178.0322	705152.4815	665764.444	880008.1953	801669.9209	904220.5411	924631.7673	874734.8041	883157.2221	1504.524017	427.8523946	5490.075028	620.4409232	471.1893703	1181.920029	1433.263273	2205.56001	579.5212519	871445.6616	767809.9531	57722.65041	260.7180509	54195.40348	874423.9617	2039.728745	22989.27151	15561.82103	15081.78192	25623.68308	2747.375747	13781.1035	30218.95684	3208.43668	9881.080429	4564.795186	738.4147617	10059.66179	4057.051521	7219.559543	20950.75206	26940.28743	4876.281366	15369.32461	8655.577408	8259.326418	4661.728805	1426.133363	29240.6954	110575.6404	858519.6609	48607.38442	824506.7538	888577.8652	876975.0564	860326.5408	857420.5005	909487.4175	777790.4905	897213.0604	866046.1494	786129.766	627985.9047	537961.1233	2074.350379	1413.9776	3692.540078	2525.458758	1137.115344	13125.28155	142040.2816	13912.4986	12304.46847	1863.36084	1005.468077	1588.111228	794581.8948	821621.7864	914814.06	25254.03418	2892.969242	4881.610349	874.1201352
gltJ-PRO-HLI	4.573825968	0	76.73677304	11.11394089	65.51619999	26.701413	14.54793191	0	74.09060263	22.3769533	27.72813957	0	0	0	0.768778852	3.790034249	0	0	0	0	0	0	0	0	0	0	1.67955248	111.2695249	11.84046119	0	0.94833688	2.771976341	4.473544377	1.83744744	0	0	43.66683532	0.503692169	0	0	46.63930029	137.3157624	66.91532813	226.4559352	208.5096477	1.713759944	86.19756736	0	11.50053446	60.13772353	32.23513432	0	51.16464364	5.240161089	18.6382291	22.42510431	0	0	0	0	0	0	0.701867351	2.678562231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.604133695	12.5832269	0	8.248975792	15.71570788	0	0	9.526499954	390.1764657	0	0	2.070993743	0	0	0	40.26736111	0	0	0
gltJ-PRO-HLII	0	0	23.98024158	3.704646965	22.46269714	1.405337526	0	0	60.55481946	0.972911013	0	0	0	2.767684688	0.256259617	5.685051374	0	0	0	0	0	0	0	0	0	0	0.83977624	110.4886861	11.84046119	0	1.422505321	1.583986481	1.863976824	1.443708703	0	0	0	0	0	0	12.86601387	95.52400859	0	146.530311	85.85691377	1.713759944	41.22492352	0	5.031483826	10.02295392	15.35006396	0	10.69111957	3.144096654	11.18293746	16.81882824	0	0	0	0	0	0	0.175466838	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.618442186	6.29161345	11.2729837	6.110352438	19.93211732	0	0	0	126.9621833	0	0	1.035496872	0	0	0	24.16041667	0	0	0
gltJ-PRO-HLVI	0	0	92.72360076	19.14067598	86.10700571	4.216012579	0	0	221.5593983	4.864555065	0	0	0	7.749517128	0.683358979	8.211740874	0	0	0	0	0	0	0	0	0	0	3.359104959	470.0649401	54.34148504	0	4.267515962	3.959966202	7.083111929	4.593618601	0	0	21.83341766	0	0	0	80.41258671	316.4232785	72.49160548	572.8003066	361.8255652	6.855039777	157.4042534	0	23.00106892	77.67789289	70.61029424	0	52.69194644	8.384257743	59.64233311	67.27531294	0	0	0	0	0	0	0.701867351	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24.74721861	25.1664538	24.33939662	20.46968067	35.26451525	0	0	0	507.8487331	0	0	4.141987486	0	0	0	68.45451389	0	0	0
gltJ-PRO-LLI	995.2645306	0	10031.73439	506.3017518	6306.402222	10717.10398	1974.042452	2028.998974	104.7242172	7579.949702	8804.944685	2380.841566	3658.37079	6.919211721	169.4730269	1257.659698	0	0	0	0	0	0	0	0	0	619.9038443	1.119701653	756.2423497	87.6194128	282.8441038	367.0063727	1679.421666	615.4851471	402.7947282	0	0	272.9177208	246.4313935	0	0	1770.685159	2585.118483	2816.020059	4315.983705	8849.394755	15.4238395	3046.89662	18.86701189	403.9562729	1859.257952	1656.271902	0	74.83783697	373.0994696	197.5652284	65.40655425	0	0	14.63954619	0	8.77905916	196.9531182	0	486.159045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17.84101807	0	0.768612525	4.277246707	0	0	0	924.0704956	7199.684784	0	0	6.212981229	0	0	0	0	0	0	0
gltJ-PRO-LLIIxIII	13.26409531	0	211.0261259	50.01273402	432.40692	212.2059665	91.76387818	20.08909875	94.75048221	367.7603629	136.1199579	212.9724766	122.9704467	0	2.4771763	73.90566786	0	0	0	0	0	0	0	0	0	25.8034198	0.349906767	151.4827216	32.2808363	13.29964261	5.215852842	32.47172285	96.92679482	9.055990956	0	0	0	5.288767772	0	0	312.0008364	256.7207731	295.5426993	985.7493648	705.2532203	0	678.3373779	3.773402377	120.7556118	403.4238953	207.2258635	0	13.74572516	30.39293432	26.09352073	65.40655425	1.312322825	5.641445195	1.756745543	34.23831627	35.11623664	0	0	0	0	0	883.0196168	0	0	0	0	0	0	0	0	0	0	0	0	7.193958898	0	4.099266799	0	0	142.7212892	0	22.22849989	383.9831885	0	0	8.283974972	0	0	0	8.053472222	0	0	0
gltJ-PRO-LLIV	0	2516.686574	49.55916592	6.174411608	16.84702286	0	61.8287106	0	35.62048204	114.8034995	48.73430592	36.55497732	0	57.29107305	0.427099362	224.2436931	0	0	0	0	0	0	0	0	0	0	0	57.78206905	0	0	0.47416844	0	75.30466367	19.94942935	0	0	65.50025298	2.266614759	0	0	4.824755202	0	58.55091212	0	6.132636698	0	59.96352512	286.7785807	52.47118847	40.09181568	0	0	74.07418557	0	29.82116655	14.95006954	190.2868097	30.22202783	166.8908266	39.84094984	47.40691947	74.27946171	5.614938808	188.8386373	208.7241232	0	2338.808715	0	0	0	0	0	0	0	0	0	0	0	0	6.906200542	0	22.5459674	0	4.983029329	0	697.1461467	6.35099997	0	0	0	2.761324991	0	0	0	165.0961805	0	0	0
gltJ-SYN	82.32886742	397.3715643	1489.972343	231.5404353	438.0225942	685.8047129	0	642.85116	4339.287122	64.21212685	3206.381231	1306.443102	0	2663.066207	122.1504176	466.805885	10310.79388	0	769.8500394	0	0	0	0	0	0	330.7811888	55.11031574	73.00842508	0	0	298.9632015	0	154.7100764	66.80433908	0	0	17002.774	6.92576732	0	0	464.7847512	2877.660759	10508.49466	7206.627113	3544.664011	0	1330.440714	29866.47981	2986.545042	3229.896901	1401.46084	0	6181.758064	1472.485266	290.7563739	2235.035397	15387.42257	2745.771969	8605.125251	5975.519961	5658.103629	2663.931604	730.1175119	13802.63118	17236.21839	0	59926.00697	0	0	0	0	0	0	7270.417252	0	0	8193.546075	2497.660439	24262.75222	696.3752213	87.22464101	3802.326161	809.9272157	113.4597447	8218.657653	57500.61418	5636.512473	560.4915896	43.88820572	31.25640999	450.0959735	2398.921045	0	0	12023.83403	0	0	0
livF-PRO-HLI	38.99220368	996.3593794	20.04248313	359.1722623	197.1283894	551.4602491	105.5731898	302.2253794	1026.216631	139.0487864	1928.787433	69.73903907	35.03783847	481.956774	1993.476824	3383.872639	413.3477515	2012.733089	1608.585382	586.7904385	5155.885745	1871.509121	6615.405924	1706.637161	3576.877909	1532.89481	56.63277144	155.6494984	35.00114595	65.08385542	6844.600453	25.81570887	345.8529268	314.1102075	750.8835548	0	3640.513078	146.0280117	4609.740554	3974.53003	8.064979198	202.090339	2177.667897	734.8127689	1883.660166	0	1296.777562	47.30666697	196.4462606	185.3433404	250.1743463	118.0479179	17095.93592	215.4803705	813.1545969	1321.361235	1946.870268	440.0172725	393.4971826	338.7105087	892.6024236	6057.242106	4644.889288	19691.77815	853.886143	689.5161756	18580.16044	2193.787645	2356.232616	1862.903574	3825.261437	4948.9956	1545.363795	1869.708695	4042.805259	3035.17545	0	782.8213029	654.1484883	305.2021147	212.6097988	684.7982387	527.8064757	133.593128	6705.431028	139.840525	28026.83172	13486.82031	287.6154538	256.6887735	1962.429482	0	0	1183.235144	4381.896612	9581.888861	2209.634911	2770.574634
livF-PRO-HLII	32.11122656	4882.160959	76.16143588	469.0913598	276.9184517	739.978609	943.8453609	1309.643311	58670.29632	2396.761975	737.3846003	99.62719867	122.6324346	11790.07143	973.3392883	1015.240984	1503.082733	7044.565811	5308.331762	1320.278487	18181.28131	10293.30017	13458.92929	5973.230064	12519.07268	148.4955308	1938.367368	956.9017903	1326.605933	1618.570116	951.1343343	822.6274921	5543.928944	2324.810435	2628.092442	0	828.011433	804.6538113	26.04373194	4451.473634	28.22742719	202.090339	15701.57976	2321.340338	4759.125072	6606.696245	2245.868386	629.1786707	716.3980605	829.3329129	467.6335858	5173.146607	1985.606267	1099.738232	23978.714	34685.73242	23836.82147	17528.44926	8730.35167	7163.649216	3454.844646	3110.456609	1538.103997	3057.531379	1955.674715	3102.82279	867.6725486	5045.711584	10367.42351	6520.162511	13388.41503	17321.4846	5795.114233	7478.83478	14149.81841	11533.66671	1002.160467	5479.74912	3761.353808	16775.29354	9938.163599	7013.079148	32937.34562	14283.89258	2347.882781	4370.016406	4213.977469	11409.83445	10174.08405	6551.507632	7667.538696	18796.85554	0	4141.323004	2539.278797	9802.764906	22398.34933	9253.16139
livF-PRO-HLVI	2.8670738	298.9078138	10.02124156	4.644468909	32.85473156	52.85561493	4.559639425	151.1126897	136.6502563	29.27342871	40.02944973	0	17.51891924	95.07282654	20.45415382	26.9252679	75.15413663	1006.366544	643.4341529	146.6976096	2442.261669	935.7545605	456.2348913	853.3185806	1788.438955	21.04661067	5.834359877	3.426246819	6.875225097	8.242060293	57.9597485	6.950383156	23.368441	8.88525469	375.4417774	0	27.37227878	8.68274664	0	635.9248048	4.032489599	14.96965474	69.90908175	66.80116081	38.4420442	0	23.49234714	23.65333348	32.44066689	34.55553804	13.47092634	0.367750523	104.3544277	5.255618792	60.75292965	253.0266195	495.7664007	74.26238697	54.32610357	26.53492465	52.82973654	86.06842965	68.19397013	161.1878157	0	344.7580878	0	658.1362936	1099.575221	931.4517872	1912.630718	2474.4978	772.6818977	934.8543475	2021.40263	1214.07018	0	391.4106514	327.0742441	47.2594291	11.47304142	215.8463492	37.91933316	12.49432133	181.1099171	34.96013125	220.9501649	190.2286112	17.50702763	13.20868474	38.51294903	0	0	591.617572	30.28960791	88.98603254	0	38.97017919
livF-PRO-LLI	2017.273126	62272.46121	986.0901698	90.56714372	4531.606189	18677.41246	5216.227502	11761.60435	1528.160709	8114.838383	6385.750638	1747.461065	4134.46494	1481.262396	445.9219712	1695.499958	2367.355304	9728.209929	7399.492759	5721.206776	24693.9791	9918.998342	6159.171033	10666.48226	17884.38955	8015.250897	59.39641559	1718.507512	1094.098321	825.5323379	899.4164049	3218.027401	2154.102892	857.9207028	4129.859552	0	985.402036	1165.540335	7083.895088	7154.154054	36.29240639	0	789.9726238	935.2162514	1591.50063	3330.204611	460.4500039	454.1440029	526.2597074	254.4544165	575.4009965	275.4451417	1262.784313	181.3188483	626.2225056	3296.37457	7140.900778	1022.497083	1149.657813	762.4888641	1244.800667	1532.300239	614.1856922	4017.942114	1969.447072	4481.855141	718.0738333	16453.40734	13823.23135	11177.42145	21230.20098	26394.6432	7726.818977	9815.970649	19405.46524	15782.91234	1002.160467	3522.695863	3107.205319	391.7842749	236.2729468	3096.046071	265.8183557	41.80792136	2675.18986	3530.973256	5318.728293	3684.223511	255.1024025	233.3534304	320.2200257	0	0	6507.793292	1282.260068	1031.284556	276.8335311	216.1819414
livF-PRO-LLIIxIII	3.44048856	2358.050531	4.008496625	6.966703363	44.58856426	10.57112299	7.014829884	226.6690346	48.22950222	36.59178588	122.1951623	5.97763192	24.52648693	34.35113076	10.70898106	16.63031252	713.964298	335.4555148	2091.160997	0	3799.073707	374.3018242	228.1174457	3839.933613	447.1097387	0	2.763644152	55.79887677	0.781275579	22.73671805	10.99749074	7.446839096	22.90107218	3.949002084	0	0	184.7628818	5.998988588	2916.897977	635.9248048	4.032489599	0	31.45908679	33.40058041	61.50727072	0	131.557144	28.38400018	20.72598163	21.98988784	1.924418049	0	22.9771217	0	42.05972053	91.3707237	224.8498056	16.6711481	66.07228812	72.5808233	29.7167268	15.52053649	20.67817159	13.43231797	371.8536429	689.5161756	0	219.3787645	6126.204801	186.2903574	573.7892155	0	0	701.1407606	808.5610518	910.5526351	0	391.4106514	654.1484883	7.575939017	8.604781066	174.090359	19.53420193	3.363855742	0	908.9634125	23.88650431	0	2.501003946	5.723763388	7.789135759	0	0	1183.235144	141.3515036	14.30132666	0	18.45955856
livF-PRO-LLIV	59.06172028	5247.492731	138.2931336	225.2567421	617.1996	602.5540102	26.65635356	1536.312345	2636.546122	573.2713122	2408.087423	265.0083485	353.8821686	4046.840788	249.5192586	289.0506701	7515.413663	5031.832722	4021.463456	733.4880482	13568.12038	4678.772803	2281.174457	4266.592903	8942.194773	167.5933813	109.0104082	155.6494984	28.90719643	47.7471079	422.6603198	93.33371667	210.315969	108.5975573	1877.208887	0	3175.184338	47.83404058	5312.921316	3179.624024	20.16244799	359.2717137	2069.30882	1185.720604	891.8554254	0	859.8199052	1982.149346	1274.197305	339.2725553	427.2208068	47.80756799	1892.7404	130.0765651	210.2986026	4723.163563	11394.94942	1738.346079	2684.003171	2550.474522	2191.333447	1213.423762	961.5349788	1806.646768	8525.089073	1723.790439	23935.79444	3729.438997	6283.286976	4657.258936	9563.153592	12372.489	3863.409489	4674.271738	10107.01315	9105.526351	0	1957.053257	7032.096249	384.5690948	162.0567101	4875.172452	445.0733852	90.3435542	1985.662947	10138.43806	2480.215364	1541.239972	75.03011839	140.0120583	330.60554	0	0	2958.08786	4018.421317	460.8205256	213.9168194	162.4441154
livF-SYN	62.50220884	19827.55165	86.18267744	448.1912497	389.5632456	546.1746876	52.61122413	7555.634486	5568.721229	353.7205969	3097.015321	318.8070357	374.9048716	6660.649556	779.2925515	683.4266528	20103.73155	8721.843385	7882.068373	15843.34184	16010.38205	31628.50415	16424.45609	35839.38038	14307.51164	38.58545289	401.6934842	250.1160178	23.12575714	77.778523	612.2927277	106.738027	383.7098013	163.554503	8635.16088	0	10189.33078	27.62692113	26356.25672	3656.567628	4.032489599	351.7868864	5019.47207	901.815671	1837.529713	0	1620.971952	4981.392032	3117.007411	455.5048196	842.8951053	94.87963494	2111.980436	758.1230107	546.7763668	9589.24031	21349.21484	3551.964917	7860.399877	6601.733165	9164.85867	2136.190205	4582.634793	3947.422445	21815.41372	17467.74311	25042.82494	19524.71004	30473.94183	24776.61754	30410.82842	25569.8106	5151.212651	16593.66467	0	20335.67552	12025.9256	14482.1941	25184.7168	472.95505	311.9233137	11655.06046	778.6869123	248.4447741	4658.67076	26185.13831	4118.431452	256.2262926	260.1044104	511.616389	1353.578703	4511.245329	0	0	10838.63137	746.8470588	495.7836874	305.6082473
livH-PRO-HLI	23.10510963	0	42.24314586	1202.998131	341.8720206	590.8713729	44.57248197	202.9639222	1587.349362	253.2987038	787.5336877	165.5154435	69.50452722	291.0244309	1507.418078	1279.326325	861.8871931	0	0	0	0	0	0	0	0	1167.940888	62.79012028	117.7275592	19.27583192	687.1130634	1582.744649	111.0999138	418.0727641	328.951332	0	0	445.4162645	397.7168101	11947.05177	0	197.4813813	69.598336	6756.247056	641.8617807	21018.45881	2766.314323	10534.90741	79.17934847	239.6461046	1326.166018	1015.207437	77.51005146	9731.977002	482.18243	712.663948	724.7176067	482.0706596	274.961504	233.9191438	224.4826246	1068.451405	7176.595008	5812.926869	9197.962638	358.5777814	0	9904.325978	0	0	0	0	0	0	0	0	0	0	0	304.1329081	405.9005258	206.0317382	213.2508222	1444.338947	417.6506346	16476.80082	43.34398717	11882.9275	7022.485544	365.1161957	392.2120183	1905.928743	0	0	0	2081.085176	2576.898815	10577.46288	823.6554086
livH-PRO-HLII	271.9293672	741.1789365	417.4616768	1356.551941	1568.246971	2474.888227	982.551444	3840.701912	23497.97499	4138.220317	2212.408071	1072.144813	1118.588485	5954.708312	1485.245284	1362.291079	9410.876379	0	0	0	0	0	0	0	0	1274.490729	756.3367758	1407.269123	425.8118448	4246.358732	969.7305106	782.9312487	2247.974066	1509.708113	0	0	1208.987004	569.4670566	5908.947225	0	593.6940261	946.5373696	28242.7595	1842.764467	11715.05028	12259.95346	9518.406809	821.1191693	681.5110668	2956.123371	3748.274697	1064.851325	4852.931818	2809.201353	10559.59386	11550.45917	8634.436257	6038.818544	4922.314123	4855.888152	1498.288177	4023.441442	3520.729723	6939.325213	4396.846605	0	593.5176616	0	0	0	0	0	0	0	0	0	0	0	4156.483077	6709.323236	4961.430951	1889.987679	19230.62634	4756.808369	40400.01725	975.2397114	6541.162895	4945.581835	4782.16945	3567.027743	7606.010356	0	0	0	2397.159767	3108.82747	30052.16335	2641.851201
livH-PRO-HLVI	0	0	0	0	0	0	0	0	7.751269994	0	1.959039024	0	4.344032952	1.505669635	1.526869062	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.105525948	0.615511988	0	0.612002478	0	0	0	0.880770495	0	0	0	0	0	0	14.2982713	0	0	0	1.675846886	0	0	0	6.528341689	1.628994696	11.58803167	0	0	0.313168	3.185669273	0	0	0	3.409181311	5.204233698	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.603646213	0.666769379	0	8.072912084	0	2.705328104	0	6.169744289	0	2.325580864	3.821133094	3.755524617	0	0	0	0	0	14.04087993	1.780051825
livH-PRO-LLI	2959.231349	5558.842023	3112.325894	43.66686475	7281.146652	26145.7852	2455.835043	18641.45562	892.5033735	19159.21151	8040.549168	7927.44863	7539.069187	232.0882195	1166.859892	2245.939346	1980.011119	0	0	0	0	0	0	0	0	21884.99909	7.206315233	1573.240707	263.3717939	796.6987879	1065.358505	5230.92863	1711.983342	1135.8766	0	0	1323.522614	971.2941291	3519.536872	0	66.24375449	255.1938987	1228.605542	434.8095934	1215.35306	229.0833238	500.9687794	55.71880077	87.70265368	85.68473539	415.1494572	27.35648875	1106.850659	100.1831738	570.71056	530.104061	612.2773328	290.619904	387.7414601	418.969726	377.3011665	793.7550237	1140.166598	2389.784114	1323.322765	0	0	0	0	0	0	0	0	0	0	0	0	0	1723.419812	205.5220844	135.5764404	248.4939553	508.5934613	126.3080378	687.1533385	1170.287654	2612.269732	6483.405091	173.6433712	169.7674846	435.9091073	0	0	0	948.2237719	193.0704005	586.5967617	101.7172471
livH-PRO-LLIIxIII	18.4840877	0	32.30358213	2.399278283	75.6482769	32.76551051	0.217426741	202.9639222	6.090283566	182.9799592	43.09885853	75.34658249	128.1489721	12.04535708	4.779764022	12.76380831	163.0597392	0	0	0	0	0	0	0	0	13.77174816	0	68.87669057	0.678044339	3.817294797	11.2395138	24.62047952	20.28073007	6.426026021	0	0	42.42059662	3.229491815	613.4972529	0	0	41.7590016	26.0022337	31.0578281	19.06436173	0	43.68913774	0	9.496465685	0	9.543665683	0	7.121827297	8.14497348	26.07307127	24.68977818	6.799304084	1.252672	17.74872881	15.48156031	40.25455484	2.186652958	27.95528675	52.04233698	42.68783112	0	37.09485385	0	0	0	0	0	0	0	0	0	0	0	0	1.565456573	0.889025839	4.380502417	3.799017451	0	0	130.0319615	51.82585202	0	0	4.094071172	3.2190211	0	0	0	87.62463899	0	14.04087993	0
livH-PRO-LLIV	68.24893921	6052.961314	361.5516308	180.4257269	81.46737512	84.09814364	43.48534826	967.9817828	874.2325228	465.7671688	2470.34821	159.3394941	76.02057665	1541.375515	192.9165868	457.0425205	5986.621855	0	0	0	0	0	0	0	0	114.764568	38.64216584	85.56487551	4.16512951	43.69334352	133.2158767	15.69555569	54.75797118	59.77224204	0	0	1908.926848	4.893169416	0	0	7.499292961	677.4238038	2474.545907	662.5669994	90.55571822	0	908.734065	1178.892522	1713.274133	675.7409814	161.0493584	0	1207.149727	27.69290983	393.9930769	1350.676101	4782.970458	618.5068	2546.25994	1608.630876	3721.840621	601.766894	1782.592724	2057.754004	2971.073046	0	8847.122643	0	0	0	0	0	0	0	0	0	2640.29228	0	2737.196173	38.01823106	36.00554648	1933.991817	51.52417418	13.40533421	0	11897.92448	1119.191614	300.8261457	72.86820041	19.65154163	225.0632253	0	0	0	3642.681421	19.70106128	0	2.542931178
livH-SYN	233.5393389	18797.12136	659.7385427	488.4930584	251.6759981	224.9898388	2.174267413	967.9817828	3021.334311	215.4929271	7744.081263	906.6293697	56.47242837	5289.417429	922.0961425	880.7027732	28442.27737	18715.57845	2592.646314	0	0	0	0	0	0	125.6370008	91.098702	120.7617747	19.46955887	54.1468585	758.9435632	47.39442307	201.3586771	102.5104151	0	0	15657.44221	14.97309841	48.43399365	591.3203612	17.49835024	1962.673075	8108.363208	1428.660092	538.5682189	0	1112.616708	5964.844251	5277.800458	962.0058928	388.9043766	8.434917364	2950.216958	207.6968237	104.2922851	6133.231369	14858.17925	2276.418192	7928.22063	7723.847201	10073.19064	3516.575287	6234.028945	7550.302249	22001.30816	0	23759.25389	0	0	0	0	0	0	0	0	0	1242.490485	3639.566912	25243.03137	265.0094342	143.577673	4552.536693	323.3913605	117.3711484	2877.116439	44254.21091	4660.624836	418.7499948	55.81394074	112.1775501	936.4668884	466.0913081	0	0	14295.33396	17.73095515	0	0
livM-SYN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	359.5477093	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
metN2-PRO-HLI	0	0	0	30.85970922	0	0	0	0	228.8972176	1.157764105	204.9781712	0	0	27.66577615	217.2252982	387.8721051	0	0	0	0	0	0	0	0	0	72.51071848	3.122917892	8.827382306	3.114664475	18.61421002	798.7106582	8.953483582	73.19836986	52.946048	0	0	0	40.90861871	0	0	13.39673695	0	92.90078056	110.9634082	175.1481041	12.236246	49.05765899	0	17.96239726	166.9824123	127.8660328	0	2419.988369	26.19032512	31.05128967	213.4869931	64.54878537	8.151888307	1.393684797	0	85.66605929	830.3543462	766.3163205	2981.896011	0	0	3578.377334	0	0	0	0	0	0	0	0	0	0	0	0	9.930540863	6.466062732	0	37.08372895	25.9999138	0	0	4309.772702	1263.954984	85.46230606	31.76213168	227.5538892	0	0	0	412.0961736	1450.997348	0	215.7129866
